internship_id,title,company,domain,location,duration,stipend,required_skills,description,application_deadline,positions_available,company_size,industry,remote_work,experience_level,created_at,is_active
INT_00383,Consulting Intern,Nykaa,Consulting,Nagpur,6,12830,"scrum,figma",Exciting internship opportunity at Nykaa in Consulting. Gain hands-on experience and work with industry professionals.,2025-09-23,18,large,Healthcare,hybrid,entry,2025-05-07 16:47:39.205537,True
INT_00384,Consulting Intern,EY,Consulting,Delhi,8,37886,"mongodb,vue",Exciting internship opportunity at EY in Consulting. Gain hands-on experience and work with industry professionals.,2025-09-23,2,mid,Technology,yes,entry,2025-03-17 14:15:55.272913,False
INT_00385,Mobile Development Intern,Deutsche Bank,Mobile Development,Jaipur,4,20796,"python,nodejs,java","Create innovative mobile applications for Deutsche Bank. Work with iOS/Android development, learn mobile UI/UX principles, and contribute to app store releases.",2025-09-23,6,large,Real Estate,no,entry,2025-03-30 02:19:41.352629,True
INT_00386,Artificial Intelligence Intern,ShopClues,Artificial Intelligence,Agra,6,69966,"python,sql,r",Exciting internship opportunity at ShopClues in Artificial Intelligence. Gain hands-on experience and work with industry professionals.,2025-09-23,1,startup,Sports,hybrid,intermediate,2025-06-23 04:23:33.148901,True
INT_00387,Finance Intern,Meesho,Finance,Patna,4,25174,"ios,nodejs",Exciting internship opportunity at Meesho in Finance. Gain hands-on experience and work with industry professionals.,2025-09-23,22,large,E-commerce,yes,entry,2025-08-24 07:53:08.029860,True
INT_00388,Human Resources Intern,JP Morgan,Human Resources,Lucknow,4,26674,"strategy,docker,ios",Exciting internship opportunity at JP Morgan in Human Resources. Gain hands-on experience and work with industry professionals.,2025-09-23,4,mid,Sports,no,entry,2025-08-20 13:27:35.505316,True
INT_00389,Machine Learning Intern,Spotify,Machine Learning,Pune,6,45516,"machine learning,data science,r",Exciting internship opportunity at Spotify in Machine Learning. Gain hands-on experience and work with industry professionals.,2025-09-23,2,mid,Education,hybrid,entry,2024-09-30 15:57:39.530346,True
INT_00390,Machine Learning Intern,Razorpay,Machine Learning,Ludhiana,6,24967,"r,statistics,python",Exciting internship opportunity at Razorpay in Machine Learning. Gain hands-on experience and work with industry professionals.,2025-09-23,7,mid,Finance,hybrid,intermediate,2025-02-06 07:01:26.797420,True
INT_00391,Web Development Intern,Deloitte,Web Development,Kanpur,4,44226,"sql,javascript","Develop responsive web applications using modern frameworks at Deloitte. You'll work on both frontend and backend development, gaining full-stack experience.",2025-09-23,3,mid,Education,yes,entry,2025-06-09 15:57:04.480297,True
INT_00392,Content Writing Intern,Twitter,Content Writing,Visakhapatnam,6,24494,"google analytics,seo",Exciting internship opportunity at Twitter in Content Writing. Gain hands-on experience and work with industry professionals.,2025-09-23,5,mid,Technology,no,entry,2025-04-27 12:37:31.261445,True
INT_00393,Mobile Development Intern,Hexaware,Mobile Development,Patna,8,24646,"sql,python,nodejs","Create innovative mobile applications for Hexaware. Work with iOS/Android development, learn mobile UI/UX principles, and contribute to app store releases.",2025-09-23,2,startup,Telecommunications,no,advanced,2024-12-28 14:25:13.516278,True
INT_00394,Cybersecurity Intern,Microsoft,Cybersecurity,Kolkata,8,60092,"strategy,investment banking",Exciting internship opportunity at Microsoft in Cybersecurity. Gain hands-on experience and work with industry professionals.,2025-09-23,5,large,Retail,no,entry,2025-01-28 14:47:18.622170,True
INT_00395,Machine Learning Intern,Ola,Machine Learning,Nashik,4,49027,"sql,machine learning",Exciting internship opportunity at Ola in Machine Learning. Gain hands-on experience and work with industry professionals.,2025-09-23,3,mid,Retail,yes,advanced,2025-02-23 23:48:12.024660,True
INT_00396,Product Management Intern,Hexaware,Product Management,Lucknow,4,38460,"scrum,trading,strategy",Exciting internship opportunity at Hexaware in Product Management. Gain hands-on experience and work with industry professionals.,2025-09-23,8,mid,Non-profit,no,advanced,2025-08-26 14:36:53.878461,True
INT_00397,Human Resources Intern,Meta,Human Resources,Agra,6,66383,"devops,jira",Exciting internship opportunity at Meta in Human Resources. Gain hands-on experience and work with industry professionals.,2025-09-23,13,large,Education,yes,entry,2024-10-08 17:43:57.651193,True
INT_00398,Software Development Intern,SBI,Software Development,Jaipur,2,33319,"java,nodejs,javascript",Join SBI as a Software Development Intern and work on cutting-edge projects. You'll collaborate with experienced developers to build scalable applications and learn industry best practices.,2025-09-23,7,large,Finance,no,entry,2025-01-25 10:35:44.295527,True
INT_00399,Cybersecurity Intern,Unacademy,Cybersecurity,Ahmedabad,6,30380,"flutter,social media",Exciting internship opportunity at Unacademy in Cybersecurity. Gain hands-on experience and work with industry professionals.,2025-09-23,3,startup,Real Estate,no,entry,2024-11-27 20:01:56.125802,True
INT_00400,Human Resources Intern,Google,Human Resources,Agra,6,63516,"redis,web development,javascript",Exciting internship opportunity at Google in Human Resources. Gain hands-on experience and work with industry professionals.,2025-09-23,10,large,Telecommunications,hybrid,entry,2024-11-04 09:32:14.054413,True
INT_00401,Artificial Intelligence Intern,Bain,Artificial Intelligence,Ludhiana,2,15994,"data science,statistics",Exciting internship opportunity at Bain in Artificial Intelligence. Gain hands-on experience and work with industry professionals.,2025-09-23,10,large,Retail,yes,advanced,2025-02-04 23:49:54.408074,True
INT_00402,DevOps Intern,Amazon India,DevOps,Patna,3,34970,"kubernetes,linux,docker","Learn cloud infrastructure and deployment automation at Amazon India. Work with AWS/Azure, Docker, Kubernetes, and CI/CD pipelines.",2025-09-23,8,mid,Gaming,yes,intermediate,2025-02-12 07:29:34.165283,True
INT_00403,Mobile Development Intern,Apple,Mobile Development,Ghaziabad,6,72823,"nodejs,java","Create innovative mobile applications for Apple. Work with iOS/Android development, learn mobile UI/UX principles, and contribute to app store releases.",2025-09-23,15,large,Real Estate,no,entry,2025-01-13 19:13:50.422786,True
INT_00404,Consulting Intern,Ola,Consulting,Agra,6,50047,"scrum,content writing",Exciting internship opportunity at Ola in Consulting. Gain hands-on experience and work with industry professionals.,2025-09-23,2,mid,Automotive,yes,advanced,2025-08-30 17:34:29.289414,True
INT_00405,UI/UX Design Intern,Cure.fit,UI/UX Design,Vadodara,4,17958,"photoshop,illustrator","Design intuitive user experiences for Cure.fit's products. Work with design tools, conduct user research, and create wireframes and prototypes.",2025-09-23,5,mid,Sports,yes,entry,2024-11-18 15:42:44.443802,True
INT_00406,Operations Intern,PolicyBazaar,Operations,Bhopal,3,41425,"seo,investment banking",Exciting internship opportunity at PolicyBazaar in Operations. Gain hands-on experience and work with industry professionals.,2025-09-23,3,mid,Healthcare,yes,advanced,2025-09-03 08:53:03.536230,True
INT_00407,Business Analysis Intern,PolicyBazaar,Business Analysis,Delhi,6,35690,"project management,aws","Analyze business processes and requirements at PolicyBazaar. Work with stakeholders, create documentation, and support project management activities.",2025-09-23,8,mid,Food & Beverage,hybrid,entry,2024-10-08 20:43:56.156076,True
INT_00408,Product Management Intern,Hexaware,Product Management,Jaipur,4,23195,"strategy,investment banking,scrum",Exciting internship opportunity at Hexaware in Product Management. Gain hands-on experience and work with industry professionals.,2025-09-23,16,large,Automotive,no,entry,2024-11-21 22:41:17.437935,True
INT_00409,Product Management Intern,Oracle,Product Management,Bhopal,6,54303,"ios,digital marketing",Exciting internship opportunity at Oracle in Product Management. Gain hands-on experience and work with industry professionals.,2025-09-23,6,mid,Consulting,no,entry,2025-04-09 03:15:11.779716,True
INT_00410,Graphic Design Intern,Swiggy,Graphic Design,Surat,4,57076,"illustrator,photoshop",Exciting internship opportunity at Swiggy in Graphic Design. Gain hands-on experience and work with industry professionals.,2025-09-23,5,mid,Telecommunications,hybrid,entry,2025-02-23 00:23:17.989645,True
INT_00411,Machine Learning Intern,Mphasis,Machine Learning,Nashik,4,30080,"r,data science,sql",Exciting internship opportunity at Mphasis in Machine Learning. Gain hands-on experience and work with industry professionals.,2025-09-23,7,mid,E-commerce,hybrid,entry,2024-10-12 06:27:42.795258,True
INT_00412,DevOps Intern,Amazon,DevOps,Patna,3,76678,"python,jenkins,aws","Learn cloud infrastructure and deployment automation at Amazon. Work with AWS/Azure, Docker, Kubernetes, and CI/CD pipelines.",2025-09-23,17,large,Manufacturing,hybrid,entry,2024-11-28 13:20:12.401534,True
INT_00413,Digital Marketing Intern,HDFC Bank,Digital Marketing,Indore,6,60035,"digital marketing,seo","Drive digital marketing campaigns for HDFC Bank. Learn SEO, social media marketing, content creation, and analytics tools.",2025-09-23,2,startup,Real Estate,no,entry,2025-05-30 22:48:52.318249,True
INT_00414,Quality Assurance Intern,Viacom18,Quality Assurance,Thane,4,28334,"mobile development,agile",Exciting internship opportunity at Viacom18 in Quality Assurance. Gain hands-on experience and work with industry professionals.,2025-09-23,21,large,Travel & Tourism,yes,advanced,2024-11-07 06:21:15.767326,False
INT_00415,Graphic Design Intern,Adobe,Graphic Design,Ahmedabad,3,49665,"photoshop,sketch",Exciting internship opportunity at Adobe in Graphic Design. Gain hands-on experience and work with industry professionals.,2025-09-23,3,mid,Healthcare,yes,entry,2025-07-30 15:48:11.459433,True
INT_00416,Operations Intern,Nykaa,Operations,Agra,6,38972,"web development,vue",Exciting internship opportunity at Nykaa in Operations. Gain hands-on experience and work with industry professionals.,2025-09-23,6,mid,Gaming,no,intermediate,2025-06-07 13:53:23.888708,True
INT_00417,Graphic Design Intern,ICICI Bank,Graphic Design,Mumbai,3,27754,"adobe xd,photoshop",Exciting internship opportunity at ICICI Bank in Graphic Design. Gain hands-on experience and work with industry professionals.,2025-09-23,22,large,Education,hybrid,entry,2025-01-23 17:05:09.527193,True
INT_00418,Cybersecurity Intern,Zomato,Cybersecurity,Patna,3,55326,"sql,flutter",Exciting internship opportunity at Zomato in Cybersecurity. Gain hands-on experience and work with industry professionals.,2025-09-23,9,mid,Media & Entertainment,no,advanced,2024-11-25 23:14:43.913873,True
INT_00419,Cloud Computing Intern,Jabong,Cloud Computing,Nashik,6,38432,"python,docker",Exciting internship opportunity at Jabong in Cloud Computing. Gain hands-on experience and work with industry professionals.,2025-09-23,2,startup,Non-profit,no,entry,2025-06-24 14:38:53.115087,True
INT_00420,Data Science Intern,Unacademy,Data Science,Mumbai,8,29733,"statistics,data science,sql","Work with Unacademy's data science team to analyze large datasets, build predictive models, and derive actionable insights. Perfect opportunity to apply machine learning in real-world scenarios.",2025-09-23,4,startup,Sports,yes,entry,2025-07-02 01:49:09.338053,True
INT_00421,UI/UX Design Intern,Cure.fit,UI/UX Design,Ghaziabad,3,23202,"sketch,adobe xd","Design intuitive user experiences for Cure.fit's products. Work with design tools, conduct user research, and create wireframes and prototypes.",2025-09-23,13,large,Consulting,hybrid,entry,2025-05-03 03:07:05.030892,True
INT_00422,Business Analysis Intern,Hexaware,Business Analysis,Nagpur,6,50245,"content writing,javascript,machine learning","Analyze business processes and requirements at Hexaware. Work with stakeholders, create documentation, and support project management activities.",2025-09-23,8,mid,Manufacturing,yes,entry,2025-09-11 04:49:30.464639,False
INT_00423,Data Science Intern,Nykaa,Data Science,Delhi,6,32443,"python,statistics","Work with Nykaa's data science team to analyze large datasets, build predictive models, and derive actionable insights. Perfect opportunity to apply machine learning in real-world scenarios.",2025-09-23,7,large,Non-profit,no,advanced,2025-09-16 04:44:17.619130,True
INT_00424,Cloud Computing Intern,Amazon India,Cloud Computing,Mumbai,2,27445,"aws,docker",Exciting internship opportunity at Amazon India in Cloud Computing. Gain hands-on experience and work with industry professionals.,2025-09-23,6,mid,Consulting,yes,entry,2025-02-06 06:57:27.468288,True
INT_00425,Artificial Intelligence Intern,Wipro,Artificial Intelligence,Bangalore,4,27389,"data science,python",Exciting internship opportunity at Wipro in Artificial Intelligence. Gain hands-on experience and work with industry professionals.,2025-09-23,10,large,Sports,no,entry,2025-09-15 15:46:12.979630,True
INT_00426,Web Development Intern,Sony,Web Development,Nagpur,4,40293,"react,python","Develop responsive web applications using modern frameworks at Sony. You'll work on both frontend and backend development, gaining full-stack experience.",2025-09-23,3,startup,Real Estate,yes,entry,2025-06-13 14:39:20.402592,True
INT_00427,Digital Marketing Intern,BCG,Digital Marketing,Pimpri-Chinchwad,6,43245,"google analytics,social media","Drive digital marketing campaigns for BCG. Learn SEO, social media marketing, content creation, and analytics tools.",2025-09-23,3,startup,Manufacturing,hybrid,entry,2025-03-29 05:49:42.461360,True
