internship_id,title,company,domain,description,required_skills,location,duration,stipend,is_active,application_deadline,is_accepting_applications,employee_count,headquarters,industry
INT_1188,Renewable Energy Intern,Larsen & Toubro,renewable energy,"Internship opportunity in renewable energy at Larsen & Toubro, focusing on Wind Turbines, Energy Storage within the Infrastructure & Engineering sector.","wind turbines, energy storage",chennai,12 months,5000,True,2025-12-21,True,100000,Mumbai,Infrastructure & Engineering
INT_1189,Web Development Intern,State Bank of India,web development,"Internship opportunity in web development at State Bank of India, focusing on HTML, JavaScript within the Banking & Finance sector.","html, javascript",pune,12 months,5000,True,2025-11-29,True,250000,Mumbai,Banking & Finance
INT_1190,Data Science Intern,HCL Technologies,data science,"Internship opportunity in data science at HCL Technologies, focusing on SQL, Statistics within the IT Services sector.","sql, statistics",dehradun,12 months,5000,True,2026-02-06,True,225000,Noida,IT Services
INT_1191,Mobile Apps Intern,Reliance Industries,mobile apps,"Internship opportunity in mobile apps at Reliance Industries, focusing on React Native, Kotlin within the Energy & Petrochemicals sector.","react native, kotlin",anand,12 months,5000,True,2025-12-13,True,300000,Mumbai,Energy & Petrochemicals
INT_1192,Cybersecurity Intern,Larsen & Toubro,cybersecurity,"Internship opportunity in cybersecurity at Larsen & Toubro, focusing on Penetration Testing, Network Security within the Infrastructure & Engineering sector.","penetration testing, network security",hyderabad,12 months,5000,True,2026-02-20,True,100000,Mumbai,Infrastructure & Engineering
INT_1193,Social Work Intern,HDFC Bank,social work,"Internship opportunity in social work at HDFC Bank, focusing on Community Development, Policy Research within the Banking & Finance sector.","community development, policy research",noida,12 months,5000,True,2025-11-08,True,150000,Mumbai,Banking & Finance
INT_1194,Environmental Science Intern,DRDO,environmental science,"Internship opportunity in environmental science at DRDO, focusing on Sustainability, GIS within the Defense R&D sector.","sustainability, gis",ahmedabad,12 months,5000,True,2026-02-15,True,30000,Delhi,Defense R&D
INT_1195,Nanotechnology Intern,Larsen & Toubro,nanotechnology,"Internship opportunity in nanotechnology at Larsen & Toubro, focusing on Materials Science, Nano Fabrication within the Infrastructure & Engineering sector.","materials science, nano fabrication",noida,12 months,5000,True,2025-11-03,True,100000,Mumbai,Infrastructure & Engineering
INT_1196,Marketing Intern,Wipro,marketing,"Internship opportunity in marketing at Wipro, focusing on Digital Marketing, SEO within the IT Services sector.","digital marketing, seo",noida,12 months,5000,True,2025-12-01,True,200000,Bangalore,IT Services
INT_1197,Cybersecurity Intern,HDFC Bank,cybersecurity,"Internship opportunity in cybersecurity at HDFC Bank, focusing on Penetration Testing, Ethical Hacking within the Banking & Finance sector.","penetration testing, ethical hacking",pune,12 months,5000,True,2026-01-17,True,150000,Mumbai,Banking & Finance
INT_1198,Finance Intern,Maruti Suzuki,finance,"Internship opportunity in finance at Maruti Suzuki, focusing on Financial Analysis, Accounting within the Automotive sector.","financial analysis, accounting",anand,12 months,5000,True,2025-10-29,True,40000,Gurgaon,Automotive
INT_1199,Blockchain Intern,TERI,blockchain,"Internship opportunity in blockchain at TERI, focusing on Smart Contracts, Solidity within the Environmental Research sector.","smart contracts, solidity",lucknow,12 months,5000,True,2026-02-07,True,2000,Delhi,Environmental Research
INT_1200,Cloud Computing Intern,Maruti Suzuki,cloud computing,"Internship opportunity in cloud computing at Maruti Suzuki, focusing on Kubernetes, Azure within the Automotive sector.","kubernetes, azure",mumbai,12 months,5000,True,2025-10-24,True,40000,Gurgaon,Automotive
INT_1201,Agriculture Intern,NABARD,agriculture,"Internship opportunity in agriculture at NABARD, focusing on Soil Analysis, GIS within the Agriculture & Rural Dev sector.","soil analysis, gis",anand,12 months,5000,True,2026-03-18,True,12000,Mumbai,Agriculture & Rural Dev
INT_1202,Blockchain Intern,TERI,blockchain,"Internship opportunity in blockchain at TERI, focusing on Smart Contracts, Ethereum within the Environmental Research sector.","smart contracts, ethereum",pune,12 months,5000,True,2026-02-27,True,2000,Delhi,Environmental Research
INT_1203,Blockchain Intern,ICICI Bank,blockchain,"Internship opportunity in blockchain at ICICI Bank, focusing on Ethereum, Solidity within the Banking & Finance sector.","ethereum, solidity",chennai,12 months,5000,True,2026-03-14,True,125000,Mumbai,Banking & Finance
INT_1204,Cloud Computing Intern,Tata Consultancy Services,cloud computing,"Internship opportunity in cloud computing at Tata Consultancy Services, focusing on Kubernetes, Azure within the IT Services sector.","kubernetes, azure",noida,12 months,5000,True,2025-11-04,True,600000,Mumbai,IT Services
INT_1205,Social Work Intern,Larsen & Toubro,social work,"Internship opportunity in social work at Larsen & Toubro, focusing on Policy Research, Community Development within the Infrastructure & Engineering sector.","policy research, community development",bangalore,12 months,5000,True,2025-12-14,True,100000,Mumbai,Infrastructure & Engineering
INT_1206,Nanotechnology Intern,State Bank of India,nanotechnology,"Internship opportunity in nanotechnology at State Bank of India, focusing on Materials Science, Nano Fabrication within the Banking & Finance sector.","materials science, nano fabrication",lucknow,12 months,5000,True,2026-02-04,True,250000,Mumbai,Banking & Finance
INT_1207,Cloud Computing Intern,ONGC,cloud computing,"Internship opportunity in cloud computing at ONGC, focusing on Docker, Azure within the Energy & Exploration sector.","docker, azure",dehradun,12 months,5000,True,2025-10-21,True,30000,Delhi,Energy & Exploration
INT_1208,Robotics Intern,Wipro,robotics,"Internship opportunity in robotics at Wipro, focusing on Embedded Systems, ROS within the IT Services sector.","embedded systems, ros",pune,12 months,5000,True,2026-01-13,True,200000,Bangalore,IT Services
INT_1209,Education Intern,DRDO,education,"Internship opportunity in education at DRDO, focusing on Policy Analysis, Curriculum Design within the Defense R&D sector.","policy analysis, curriculum design",anand,12 months,5000,True,2025-11-21,True,30000,Delhi,Defense R&D
INT_1210,Mobile Apps Intern,NTPC,mobile apps,"Internship opportunity in mobile apps at NTPC, focusing on Flutter, Swift within the Energy sector.","flutter, swift",delhi,12 months,5000,True,2025-10-21,True,20000,Delhi,Energy
INT_1211,Education Intern,HAL,education,"Internship opportunity in education at HAL, focusing on Policy Analysis, Curriculum Design within the Aerospace & Defense sector.","policy analysis, curriculum design",ahmedabad,12 months,5000,True,2025-12-12,True,25000,Bangalore,Aerospace & Defense
INT_1212,Agriculture Intern,ISRO,agriculture,"Internship opportunity in agriculture at ISRO, focusing on GIS, Crop Modeling within the Space Research sector.","gis, crop modeling",dehradun,12 months,5000,True,2025-12-09,True,18000,Bangalore,Space Research
INT_1213,Cybersecurity Intern,Larsen & Toubro,cybersecurity,"Internship opportunity in cybersecurity at Larsen & Toubro, focusing on Penetration Testing, Ethical Hacking within the Infrastructure & Engineering sector.","penetration testing, ethical hacking",delhi,12 months,5000,True,2026-01-03,True,100000,Mumbai,Infrastructure & Engineering
INT_1214,Ai/Ml Intern,ONGC,ai/ml,"Internship opportunity in ai/ml at ONGC, focusing on TensorFlow, NLP within the Energy & Exploration sector.","tensorflow, nlp",dehradun,12 months,5000,True,2025-10-30,True,30000,Delhi,Energy & Exploration
INT_1215,Robotics Intern,Infosys,robotics,"Internship opportunity in robotics at Infosys, focusing on ROS, Embedded Systems within the IT Services sector.","ros, embedded systems",lucknow,12 months,5000,True,2025-10-11,True,250000,Bangalore,IT Services
INT_1216,Data Science Intern,State Bank of India,data science,"Internship opportunity in data science at State Bank of India, focusing on Statistics, Python within the Banking & Finance sector.","statistics, python",delhi,12 months,5000,True,2026-02-23,True,250000,Mumbai,Banking & Finance
INT_1217,Renewable Energy Intern,Mahindra & Mahindra,renewable energy,"Internship opportunity in renewable energy at Mahindra & Mahindra, focusing on Energy Storage, Solar PV within the Automotive sector.","energy storage, solar pv",coimbatore,12 months,5000,True,2026-02-06,True,90000,Mumbai,Automotive
INT_1218,Ai/Ml Intern,Maruti Suzuki,ai/ml,"Internship opportunity in ai/ml at Maruti Suzuki, focusing on PyTorch, TensorFlow within the Automotive sector.","pytorch, tensorflow",dehradun,12 months,5000,True,2026-03-01,True,40000,Gurgaon,Automotive
INT_1219,Ai/Ml Intern,ICICI Bank,ai/ml,"Internship opportunity in ai/ml at ICICI Bank, focusing on Deep Learning, NLP within the Banking & Finance sector.","deep learning, nlp",anand,12 months,5000,True,2026-01-05,True,125000,Mumbai,Banking & Finance
INT_1220,Agriculture Intern,Wipro,agriculture,"Internship opportunity in agriculture at Wipro, focusing on Soil Analysis, GIS within the IT Services sector.","soil analysis, gis",chennai,12 months,5000,True,2026-02-21,True,200000,Bangalore,IT Services
INT_1221,Agriculture Intern,ICICI Bank,agriculture,"Internship opportunity in agriculture at ICICI Bank, focusing on GIS, Crop Modeling within the Banking & Finance sector.","gis, crop modeling",mumbai,12 months,5000,True,2025-12-14,True,125000,Mumbai,Banking & Finance
INT_1222,Environmental Science Intern,Tata Consultancy Services,environmental science,"Internship opportunity in environmental science at Tata Consultancy Services, focusing on Sustainability, GIS within the IT Services sector.","sustainability, gis",ahmedabad,12 months,5000,True,2025-12-10,True,600000,Mumbai,IT Services
INT_1223,Social Work Intern,Reliance Industries,social work,"Internship opportunity in social work at Reliance Industries, focusing on NGO Management, Policy Research within the Energy & Petrochemicals sector.","ngo management, policy research",dehradun,12 months,5000,True,2025-10-16,True,300000,Mumbai,Energy & Petrochemicals
INT_1224,Nanotechnology Intern,HDFC Bank,nanotechnology,"Internship opportunity in nanotechnology at HDFC Bank, focusing on Nano Fabrication, Materials Science within the Banking & Finance sector.","nano fabrication, materials science",bangalore,12 months,5000,True,2025-11-27,True,150000,Mumbai,Banking & Finance
INT_1225,Web Development Intern,Infosys,web development,"Internship opportunity in web development at Infosys, focusing on CSS, HTML within the IT Services sector.","css, html",anand,12 months,5000,True,2026-02-07,True,250000,Bangalore,IT Services
INT_1226,Nanotechnology Intern,HAL,nanotechnology,"Internship opportunity in nanotechnology at HAL, focusing on Nano Fabrication, Materials Science within the Aerospace & Defense sector.","nano fabrication, materials science",delhi,12 months,5000,True,2026-03-04,True,25000,Bangalore,Aerospace & Defense
INT_1227,Rocket Science Intern,Reliance Industries,rocket science,"Internship opportunity in rocket science at Reliance Industries, focusing on Aerospace Materials, MATLAB within the Energy & Petrochemicals sector.","aerospace materials, matlab",pune,12 months,5000,True,2026-02-19,True,300000,Mumbai,Energy & Petrochemicals
INT_1228,Cybersecurity Intern,HAL,cybersecurity,"Internship opportunity in cybersecurity at HAL, focusing on Penetration Testing, Ethical Hacking within the Aerospace & Defense sector.","penetration testing, ethical hacking",chennai,12 months,5000,True,2025-11-11,True,25000,Bangalore,Aerospace & Defense
INT_1229,Cloud Computing Intern,TERI,cloud computing,"Internship opportunity in cloud computing at TERI, focusing on Kubernetes, Azure within the Environmental Research sector.","kubernetes, azure",chennai,12 months,5000,True,2025-10-15,True,2000,Delhi,Environmental Research
INT_1230,Ai/Ml Intern,NTPC,ai/ml,"Internship opportunity in ai/ml at NTPC, focusing on TensorFlow, PyTorch within the Energy sector.","tensorflow, pytorch",ahmedabad,12 months,5000,True,2025-12-17,True,20000,Delhi,Energy
INT_1231,Ai/Ml Intern,ICICI Bank,ai/ml,"Internship opportunity in ai/ml at ICICI Bank, focusing on Deep Learning, NLP within the Banking & Finance sector.","deep learning, nlp",pune,12 months,5000,True,2026-02-03,True,125000,Mumbai,Banking & Finance
INT_1232,Education Intern,Mahindra & Mahindra,education,"Internship opportunity in education at Mahindra & Mahindra, focusing on Teaching Methods, Policy Analysis within the Automotive sector.","teaching methods, policy analysis",mumbai,12 months,5000,True,2026-02-20,True,90000,Mumbai,Automotive
INT_1233,Ai/Ml Intern,TERI,ai/ml,"Internship opportunity in ai/ml at TERI, focusing on Deep Learning, PyTorch within the Environmental Research sector.","deep learning, pytorch",delhi,12 months,5000,True,2026-02-05,True,2000,Delhi,Environmental Research
INT_1234,Education Intern,Larsen & Toubro,education,"Internship opportunity in education at Larsen & Toubro, focusing on Teaching Methods, Policy Analysis within the Infrastructure & Engineering sector.","teaching methods, policy analysis",mumbai,12 months,5000,True,2025-11-15,True,100000,Mumbai,Infrastructure & Engineering
